SKU,name,uvas,añada,D.O.,tipo_crianza,meses_barrica,tipo_vino,proveedor,final_price,description,descripcion_combinada
VT-CAMPILLO-CRIANZA,Vino Tinto Campillo Crianza,Tempranillo,2019,D.O.C. Rioja,Crianza,18 meses,Vino Tinto,Carbonicas Alvarez S.L.,10.0,"El vino tinto Campillo Crianza está elaborado con uva Tempranillo y pertenece a la D.O. Calificada Rioja. Las Bodegas Campillo pertenecen al Grupo Faustino, liderado por Julio Faustino y sus hijos. 
El Vino Tinto Campillo Crianza es un vino español de la región de La Rioja. Este vino es elaborado por la bodega Campillo, una de las bodegas más prestigiosas de la región, que cuenta con una larga tradición vitivinícola y una filosofía basada en la calidad y la excelencia.
El Campillo Crianza es un vino elaborado con uvas Tempranillo, Graciano y Mazuelo, cultivadas en viñedos de más de 30 años de edad. Tras la recolección, las uvas son seleccionadas y fermentadas en depósitos de acero inoxidable, para posteriormente ser envejecidas durante 18 meses en barricas de roble francés y americano.
Este vino es ideal para acompañar carnes rojas, platos de caza y quesos curados. Además, su versatilidad y complejidad hacen que pueda ser disfrutado tanto solo como en compañía de una buena comida.
El Vino Tinto Campillo Crianza ha recibido numerosos premios y reconocimientos a lo largo de los años, destacando su inclusión en la lista de los 100 mejores vinos españoles del prestigioso crítico Robert Parker. Sin duda, este vino es un referente de la excelencia vitivinícola española y una muestra del gran potencial de la región de La Rioja.
El Vino Tinto Campillo Crianza es un vino elegante, complejo y equilibrado, que representa la esencia de la tradición vitivinícola española y que es ideal para acompañar una buena comida o disfrutar en solitario. Si eres amante del vino y buscas un vino de calidad, sin duda, el Campillo Crianza es una excelente elección.
Si tiene alguna duda a la hora de comprar Vino tinto Campillo Crianza, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso. ",Tempranillo 2019 D.O.C. Rioja Crianza 18 meses Vino Tinto Carbonicas Alvarez S.L. 10.0
VT-CE-TINTA-TORO-750-ML,Vino Tinto Campo Eliseo,Tinta de Toro,2015,D.O. Toro,Crianza,16 meses,Vino Tinto,PARDELA WINES ESPAÑA S.L. ,38.6,"El Vino Tinto Campo Elíseo Tinta de Toro está elaborado con “Tinta de toro” la famosa variante del Tempranillo,  que es la cepa de vino tinto español por excelencia, un vino fino que representa a la D.O. Toro.
El vino tinto Campo Eliseo es uno de los vinos más destacados de la región de Ribera del Duero en España. Este vino es el resultado de la colaboración entre dos grandes bodegas, Bodegas Benjamin de Rothschild & Vega Sicilia, que se unieron para crear un vino de alta calidad con un carácter único y distintivo.
El vino tinto Campo Eliseo es elaborado con uvas de la variedad Tempranillo, la uva más importante de la región de Ribera del Duero. Las uvas se cultivan en viñedos situados en la finca de Vega Sicilia, una de las más prestigiosas y reconocidas de la región. La combinación de la experiencia y el conocimiento de las dos bodegas ha permitido crear un vino con una personalidad única.
La fermentación del vino se lleva a cabo en barricas de roble francés durante un periodo de 21 días. Después de la fermentación, el vino se envejece en barricas de roble francés durante 16 meses antes de ser embotellado. Este proceso le da al vino un sabor y aroma característico, con notas de frutas rojas maduras, especias y un toque sutil de vainilla.
El vino tinto Campo Eliseo es un vino de gran cuerpo, con una acidez equilibrada y un final largo y persistente. Es ideal para maridar con platos de carne, especialmente los más sabrosos y grasos como el cordero o el cerdo. También se puede disfrutar de este vino como aperitivo, acompañado de quesos maduros o embutidos.
Este vino ha sido galardonado con varios premios internacionales, lo que demuestra su calidad y su éxito en el mercado. En 2020, fue galardonado con la medalla de oro en el Concurso Mundial de Bruselas y en el International Wine Challenge.
Si tiene alguna duda a la hora de comprar Vino Tinto Campo Elíseo Tinta de Toro póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Tinta de Toro 2015 D.O. Toro Crianza 16 meses Vino Tinto PARDELA WINES ESPAÑA S.L.  38.6
CarmeloRodero_Crianza,Vino Tinto Carmelo Rodero Crianza,Cabernet Sauvignon,2021,D.O. Ribera del Duero,Crianza,15 meses,Vino Tinto,Carbonicas Alvarez S.L.,21.24,"VINO TINTO CARMELO RODERO CRIANZA
Carmelo Rodero Tinto Crianza
Tinta del País (Tempranillo) 90% Cabernet Sauvignon 10%.Procedente de viñedos propios con más de 15 años. Elaboración tradicional con las más modernas técnicas de control de temperatura en fermentación y maceración.
Crianza en roble francés y americano durante un mínimo de 15 meses y trasiegos cada 3 meses. Botellero mínimo 12 meses antes de su comercialización.
Como no podía ser menos he aquí un excelente vino, imponente en su juventud, elegante en su madurez.Color rubí de capa alta, mantiene excelente notas guinda arropadas por matices rosáceos, en un medio perfectamente limpio y brillante.Sus aromas aún varietales son los primeros en presentarse, bien acompañados por un torrefacto suave bien conjugado con su toque final de regaliz, más fino si cabe.Estructurado y carnoso con un excelente bouquet que se mantiene retronasal después de llenar nuestra boca de intenso sabor, vino perfectamente equilibrado, largo y generoso en sensaciones gustativas.
Temperatura de servicio entre 14-16º C.
Si tiene alguna duda a la hora de comprar Vino Tinto Carmelo Rodero Crianza póngase en contacto con nuestro sumiller que le asesorará sin compromiso.",Cabernet Sauvignon 2021 D.O. Ribera del Duero Crianza 15 meses Vino Tinto Carbonicas Alvarez S.L. 21.24
CarmeloRodero_TSM,Vino Tinto Carmelo Rodero TSM,Cabernet Sauvignon|Merlot|Tempranillo,2019,D.O. Ribera del Duero,Crianza,18 meses,Vino Tinto,Carbonicas Alvarez S.L.,65.05,"VINO TINTO CARMELO RODERO TSM
Botella de 0,75L.Tipo de uva: Tinta del país (Tempranillo) 75% Cabernet Sauvignon 10% Merlot 15% Procedente de viñedos propios de más de 40 años.
Denominación de Origen: Ribera del Duero.
Elaboración tradicional con un seguimiento del control de fermentación y maceración en temperatura y compuestos fenólicos.
Crianza de al menos 18 meses en barricas 100% roble francés de menos de 2 años de antigüedad.
Vista: Picota amoratado.Nariz: Complejo en nariz, frutos negros, recuerdos minerales, tostados, torrefactos y balsámicos.
Boca: Potente, sabroso, con buen esqueleto y peso de fruta, equilibrado, paso elegante, taninos finos aún marcados y final láctico y balsámico. Sensación tostada.Sorprende por su excepcional complejidad, estructura y elegancia y demuestra la madurez alcanzada por esta casa. Ha sabido concentrar en esta añada potencia, elegancia, expresión frutal y excelente frescura. Un vino de gran longitud y largo recorrido, que va a más.
Temperatura consumo entre 16-18ºC.
Si tiene alguna duda a la hora de comprar VINO TINTO CARMELO RODERO TSM pongasé en contacto con nuestro sumiller y le asesorará sin compromiso.",Cabernet Sauvignon|Merlot|Tempranillo 2019 D.O. Ribera del Duero Crianza 18 meses Vino Tinto Carbonicas Alvarez S.L. 65.05
VT-CARMELO-RODERO-VALTA,Vino Tinto Carmelo Rodero Viñas Valtarreña .caja 4 Botellas,Tempranillo,2011,D.O. Ribera del Duero,Reserva,25 meses,Vino Tinto,D.E.R. NAVARRO S.A.,117.5,"VINO TINTO CARMELO RODERO VIÑAS VALTARREÑA CAJA 4 BOTELLAS
Tinta del País (tempranillo) 75% Cabernet Sauvignon 15% Merlot 10%De los viñedos propios del pago familiar de Valtarreña, de 45 a 55 años de edad. Suelos arcillosos calcáreos y de arenas frescas arcillosas. Cultivados en vaso y espaldera con unos rendimientos de sólo 3.500 kg. por hectárea. Las uvas vendimiadas a mano en cajas de 10 kilos. Fermentación en depósitos de acero inoxidables y maloláctica en barrica de roble francés.
Crianza de 25 meses en barricas de roble bordelesa de 225 litros, madera francesa en un 60% y americana en un 40%, con una edad media de un año y medio.Es un tinto goloso y potente, al mismo tiempo que suave y aterciopelado. Es una mano de hierro en un guante de terciopelo.A la vista resulta muy atractivo y ya deja entrever que va a ser cosa seria.
De nítido y brillante color cereza. Prácticamente sin ribete. Es cereza picota total.En fase olfativa podemos encontrar nada más meter la nariz, una intensa y agradable gama de aromas. Se entremezclan las notas que evocan a frutas negras en sazón con recuerdos tostados, también de cueros y cafés.En boca resulta muy carnoso, sápido, aterciopelado, estructurado, fresco y dotado de un gran equilibrio.
Notas de zarzamora, de caramelos de café con leche, de bosque umbrío, de tabaco de pipa, de minerales...Es un vino eterno en sensaciones que además persisten, pues además es muy, muy largo. Temperatura de consumo entre 16-18ºC.Si tiene alguna duda a la hora de comprar Vino tinto Carmelo Rodero Viñas Valtarreña, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Tempranillo 2011 D.O. Ribera del Duero Reserva 25 meses Vino Tinto D.E.R. NAVARRO S.A. 117.5
vt-castillo-ygay,Vino Tinto Castillo de Ygay Gran Reserva Especial,Mazuelo|Tempranillo,2012,D.O.C. Rioja,Gran Reserva,34 meses,Vino Tinto,Aseuniv S.L.,280.0,"100 Puntos - James Suckling - “TOP 100 Wines Of Spain 2023”
VINO TINTO CASTILLO DE YGAY  GRAN RESERVA ESPECIAL: El vino tinto Castillo de Ygay está elaborado con 93% de Tempranillo y 7% Mazuelo. Pertenece a la D.O.C. Rioja. La crianza de este vino fue de 29 meses en barricas de roble Americano de los cuales al menos 10 meses en barricas nuevas. En botella permanece como mínimo tres años antes de comercializarse. Está elaborado en la Bodega Marqués de Murrieta, y ha obtenido 95 puntos Parker y 95 puntos Peñín. 
Servir este vino a una temperatura entre 16º y 18º, antes de ser servido es recomendable decantarlo.Su evolución en botella es excelente. Según R. Parker tiene una guarda aproximada de 30 años.
MARIDAJE DEL VINO TINTO CASTILLO DE YGAY  GRAN RESERVA ESPECIAL: Está especialmente recomendado para todo tipo de carnes, quesos, ibéricos...Un gran vino que va con todo. 
NOTA DE CATA VINO TINTO CASTILLO DE YGAY  GRAN RESERVA ESPECIAL :  
Vista: En vista se presenta color rubí con ribete anaranjado. 
Nariz: En nariz se presenta con aroma especies y tostados, toques a balsámicos. 
Boca: En boca se presenta frutado, elegante, expresivo y con taninos pulidos. Postgusto largo y persistente. 
Graduación Alcohólica de El Vino Tinto Castillo de Ygay  : 14.50 grados 
Si tiene alguna duda a la hora de comprar Vino tinto Castillo de Ygay , póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso. ",Mazuelo|Tempranillo 2012 D.O.C. Rioja Gran Reserva 34 meses Vino Tinto Aseuniv S.L. 280.0
VTceres,Vino Tinto Ceres Crianza,Tempranillo,2020,D.O. Ribera del Duero,Crianza,12 meses,Vino Tinto,PIFEMA S.L.,10.8,"VINO TINTO CERES  
El vino tinto Ceres  está elaborado con 100% Tempranillo y pertenece a la D.O. Ribera del Duero. Su enologa es Natalia Calleja. El Nombre de este vino proviene de la Diosa griega de la Agricultura y de la Tierra. Los viñedos se encuentran en La Horra, dentro de la provincia de Burgos, donde existen en torno a 40 hectáreas de viñedo Tempranillo con una edad entre 10 y 100 años. Agricultura Tradicional con un gran cuidado sobre la vid. Las bodegas Asenjo & Alonso productoras de este vino nacen en 2004.
Tiene una crianza de 12 meses en barricas de roble Francés y Americano. Servir este vino a una temperatura entre 16º y 18º, antes de ser servido es recomendable decantarlo. 
MARIDAJE DEL VINO TINTO CERES : Está especialmente recomendado para carnes rojas, guisos contundentes, asados... 
NOTA DE CATA VINO TINTO CERES :  
Vista: En vista se presenta color rojo cereza. Capa media. 
Nariz: En nariz se presenta con aroma  a frutos negros y rojos. Notas a madera y Cacao. 
Boca: En boca se presenta expresivo, equilibrado y persistente. 
Graduación Alcohólica de El Vino Tinto Ceres : 14.00 grados 
Si tiene alguna duda a la hora de comprar Vino tinto Ceres , póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Tempranillo 2020 D.O. Ribera del Duero Crianza 12 meses Vino Tinto PIFEMA S.L. 10.8
VT-COMENGE-CRIANZA,Vino Tinto Comenge Crianza,Tempranillo,2019,D.O. Ribera del Duero,Crianza,15 meses,Vino Tinto,Carbonicas Alvarez S.L.,13.86,"VINO TINTO COMENGEEs un vino tinto  con D.O Ribera del Duero.Con una vendimia en la 2ª semana de octubre, con una variedad de uva 100% Tempranillo recolectadas en cajas seleccionando los racimos y las uvas de forma manual, con una producción anual de 83.870 botellas, criadas en barricas de roble francés durante 15 meses.Servir este vino a una temperatura de 18ºC, antes de ser servido es recomendable decantarlo.
MARIDAJE DEL VINO TINTO BIBERIUS :Es un vino ideal para acompañar carnes rojas y blancas.NOTA DE CATA VINO TINTO BIBERIUS:
Vista: En vista se presenta en color granate con tonos violetas. 
Nariz: En nariz se presenta con aromas frescos, frutales y especiados. 
Boca: En boca muestra con un poco de acidez que nos dejan un recuerdo armonioso y equilibrado. 
Graduación Alcohólica de el vino tinto COMENGE: 14.5ºC Si tiene alguna duda a la hora de comprar vino tinto COMENGE, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso. ",Tempranillo 2019 D.O. Ribera del Duero Crianza 15 meses Vino Tinto Carbonicas Alvarez S.L. 13.86
VT-CONDADOHAZA-CRIANZA,Vino Tinto Condado de Haza Crianza,Tempranillo,2019,D.O. Ribera del Duero,Crianza,15 meses,Vino Tinto,Carbonicas Alvarez S.L.,11.25,"El vino tinto Condado de Haza Crianza está elaborado con uva 100% Tempranillo y pertenece a la D.O. Ribera del Duero. Este vino se cultiva en la mitad oeste de Castilla y León, con clima continental, atemperado por la influencia del Atlántico . El vino tinto Condado de Haza Crianza tiene un envejecimiento de 15 meses en barricas de roble americano y posteriormente en botella Alejandro Fernández es el alma del Grupo Pesquera es considerado como el ""Maestro de la Tempranillo"". Una leyenda viva que aúna la actualidad y la historia, ""con una moderna bodega de 200 hectáreas de viñedo, todavía conserva una prensa del siglo XVI"". 
Servir este vino a una temperatura de 17º. 
Si tiene alguna duda a la hora de comprar Vino tinto Condado de Haza Crianza, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso. ",Tempranillo 2019 D.O. Ribera del Duero Crianza 15 meses Vino Tinto Carbonicas Alvarez S.L. 11.25
corimbo-I,Vino Tinto Corimbo I,Tempranillo,2017,D.O. Ribera del Duero,Crianza,16 meses,Vino Tinto,BODEGAS RODA S.A.,46.0,"VINO TINTO CORIMBO I: El vino tinto Corimbo I pertenece a la D.O. Ribera de Duero (La Horra, Burgos).Climatología continental: inviernos fríos y húmedos, y veranos secos y calurosos. Suelos arcillosos y calcáreos con rendimientos medios y bajos. La variedad de uva es 100% Tempranillo. Viñas con una edad media de 40 años.Recolección manual en cajas y selección en mesa.16 meses de crianza en barricas, 80% roble francés y 20% roble americano.Servir este vino a una temperatura entre 16º y 18º. 
Si tiene alguna duda a la hora de comprar VINO TINTO CORIMBO I, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Tempranillo 2017 D.O. Ribera del Duero Crianza 16 meses Vino Tinto BODEGAS RODA S.A. 46.0
VT-COSME-PALACIO-CRIANZA,Vino Tinto Cosme Palacio Crianza,Tempranillo,2018,D.O.C. Rioja,Crianza,13 meses,Vino Tinto,Carbonicas Alvarez S.L.,14.35,"VINO TINTO COSME PALACIO CRIANZA
92 puntos James SucklingEl vino que esta bodega riojana pionera en la denominación elaborada en honor a su fundador, Don Cosme Palacio y Bermejillo. Un clásico. Comentario sobre el vino El vino más personal, como su nombre indica, de la bodega guarda intactas su regularidad y tipicidad. Un vino que en esta añada también ha sabido sacar el mejor partido a la fruta y a la madera. La fruta, fresca y bien madurada, y la madera sutil, delicada y bien integrada.
Un lacre merecido a un ya todo un clásico. Aunque la marca tenga ya más de 100 años, es en 1987 cuando revoluciona el panorama riojano, con un nuevo y moderno perfil de vino, en el que prima la fusión de tradición y modernidad. El vino de don Cosme sigue siendo hoy uno de los referentes de la revolución vivida en La Rioja, habiéndose convertido ya en el clásico de la nueva Rioja, un vino que parece llevar ahí toda la vida
Temperatura de servicio: 17º COtras características Tipo de uva: 100% Tempranillo.
Botella: Bordelesa de 75 cl.
Elaboración y crianza: 13 meses en barrica y resto en botella. Barricas: roble francés nuevo.
Grado: 13,5% vol.Si tiene alguna duda a la hora de Comprar VINO TINTO COSME PALACIO CRIANZA en nuestra tienda online de venta de vino y bebidas alcoholicas, pongase en contacto con nuestro sumiller.",Tempranillo 2018 D.O.C. Rioja Crianza 13 meses Vino Tinto Carbonicas Alvarez S.L. 14.35
