SKU,name,description,final_price,uvas,proveedor,añada,D.O.,tipo_crianza,meses_barrica,tipo_vino
VT-BRO-VALERO-CABERNET,Vino Tinto Bro Valero Cabernet Sauvignon Ecológico,"<p>VINO TINTO BRO VALERO CABERNET SAUVIGNON ECOLÓGICO</p>
<p>El vino tinto Bro Valero Cabernet Sauvignon &nbsp;est&aacute; elaborado con 100% Cabernet Sauvignon y pertenece a la D.O. La Mancha.&nbsp;Este vino es realizado por Bro Valerro Bodegas y Vi&ntilde;edos que nace en 1998, teniendo 69 Hect&aacute;reas de explotaci&oacute;n vitivin&iacute;cola en la Finca La Navarra.&nbsp;El vi&ntilde;edo se encuentra en Villarrobledo en la provincia de Albacete a una altura sobre el nivel del mar de unos 710 metros. Vendimia nocturna.&nbsp;</p>
<p>Este vino ha tenido una crianza entre 8 y 10 meses en barricas de roble americano y franc&eacute;s.&nbsp;</p>
<p>Obtuvo 90 puntos Parker.&nbsp;</p>
<p>Servir este vino a una temperatura entre 16&ordm; y 18&ordm;.&nbsp;</p>
<p>Si tiene alguna duda a la hora de comprar Vino tinto Bro Valero Cabernet Sauvignon, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.&nbsp;</p>",7.2,Cabernet Sauvignon,BRO VALERO C.B,2017,D.O. La Mancha,Crianza,10 meses,Vino Tinto
VT-BRO-VALERO-SYRAH,Vino Tinto Bro Valero Syrah Ecológico,"<p>VINO TINTO BRO VALERO SYRAH ECOLÓGICO</p>
<p>El vino tinto Bro Valero Syrah est&aacute; elaborado con 100% Syrah y pertenece a la D.O. La mancha.&nbsp;Este vino es realizado por Bro Valerro Bodegas y Vi&ntilde;edos que nace en 1998, teniendo 69 Hect&aacute;reas de explotaci&oacute;n vitivin&iacute;cola propias en la Finca La Navarra.&nbsp;</p>
<p>El vi&ntilde;edo se encuentra en Villarrobledo en la provincia de Albacete a una altura sobre el nivel del mar de unos 710 metros. La vendimia se realiza de forma nocturna para que la uva entre en la bodega a la temperatura optima.&nbsp;Este vino tiene una crianza de 12 meses en barrica de roble franc&eacute;s y Americano. Todo el proceso de elaboraci&oacute;n de este excelente vino es respetuoso con el entorno y el medio ambiente, pudi&eacute;ndose considerar un Vino Ecol&oacute;gico y artesanal.&nbsp;</p>
<p>Servir este vino a una temperatura entre 16&ordm; y 18&ordm;.&nbsp;</p>
<p>Si tiene alguna duda a la hora de comprar Vino tinto Bro Valero Syrah, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</p>",6.5,Syrah,BRO VALERO C.B,2012,D.O. La Mancha,Crianza,12 meses,Vino Tinto
VT-CAMPILLO-CRIANZA,Vino Tinto Campillo Crianza,"<p>El <strong>vino tinto Campillo Crianza</strong> está elaborado con uva<strong> Tempranillo</strong> y pertenece a la <strong>D.O. Calificada Rioja</strong>. Las <strong>Bodegas Campillo </strong>pertenecen al <strong>Grupo Faustino</strong>, liderado por Julio Faustino y sus hijos. </p>
<p><strong>El Vino Tinto Campillo Crianza</strong> es un vino español de la región de <strong>La Rioja</strong>. Este vino es elaborado por la <strong>bodega Campillo</strong>, una de las bodegas más prestigiosas de la región, que cuenta con una larga tradición vitivinícola y una filosofía basada en la calidad y la excelencia.</p>
<p><strong>El Campillo Crianza</strong> es un vino elaborado con uvas <strong>Tempranillo, Graciano y Mazuelo</strong>, cultivadas en viñedos de más de 30 años de edad. Tras la recolección, las uvas son seleccionadas y fermentadas en depósitos de acero inoxidable, para posteriormente ser envejecidas durante <strong>18 meses en barricas de roble francés y americano</strong>.</p>
<p>Este vino es ideal para acompañar <strong>carnes rojas, platos de caza y quesos curados</strong>. Además, su versatilidad y complejidad hacen que pueda ser disfrutado tanto solo como en compañía de una buena comida.</p>
<p><strong>El Vino Tinto Campillo Crianza</strong> ha recibido numerosos premios y reconocimientos a lo largo de los años, destacando su inclusión en la lista de los 100 mejores vinos españoles del prestigioso crítico Robert Parker. Sin duda, este vino es un referente de la excelencia vitivinícola española y una muestra del gran potencial de la región de La Rioja.</p>
<p>El Vino Tinto Campillo Crianza es un vino elegante, complejo y equilibrado, que representa la esencia de la tradición vitivinícola española y que es ideal para acompañar una buena comida o disfrutar en solitario. Si eres amante del vino y buscas un vino de calidad, sin duda, el Campillo Crianza es una excelente elección.</p>
<p>Si tiene alguna duda a la hora de<strong> comprar Vino tinto Campillo Crianza</strong>, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso. </p>",10.0,Tempranillo,Carbonicas Alvarez S.L.,2019,D.O.C. Rioja,Crianza,18 meses,Vino Tinto
VT-CE-TINTA-TORO-750-ML,Vino Tinto Campo Eliseo,"<p class=""p1""><span class=""s1"">El <strong>Vino Tinto Campo Elíseo Tinta de Toro</strong> está elaborado con “Tinta de toro” la famosa variante del <strong>Tempranillo</strong>,  que es la cepa de vino tinto español por excelencia, un vino fino que representa a la <strong>D.O. Toro</strong>.</span></p>
<p><strong>El vino tinto Campo Eliseo</strong> es uno de los vinos más destacados de la región de Ribera del Duero en España. Este vino es el resultado de la colaboración entre dos grandes bodegas, Bodegas Benjamin de Rothschild & Vega Sicilia, que se unieron para crear un vino de alta calidad con un carácter único y distintivo.</p>
<p><strong>El vino tinto Campo Eliseo</strong> es elaborado con uvas de la variedad <strong>Tempranillo</strong>, la uva más importante de la región de Ribera del Duero. Las uvas se cultivan en viñedos situados en la finca de Vega Sicilia, una de las más prestigiosas y reconocidas de la región. La combinación de la experiencia y el conocimiento de las dos bodegas ha permitido crear un vino con una personalidad única.</p>
<p>La fermentación del vino se lleva a cabo en barricas de roble francés durante un periodo de 21 días. Después de la fermentación, el vino se envejece en barricas de roble francés durante 16 meses antes de ser embotellado. Este proceso le da al vino un sabor y aroma característico, con notas de frutas rojas maduras, especias y un toque sutil de vainilla.</p>
<p><strong>El vino tinto Campo Eliseo</strong> es un vino de gran cuerpo, con una acidez equilibrada y un final largo y persistente. Es ideal para maridar con platos de carne, especialmente los más sabrosos y grasos como el cordero o el cerdo. También se puede disfrutar de este vino como aperitivo, acompañado de quesos maduros o embutidos.</p>
<p>Este vino ha sido galardonado con varios premios internacionales, lo que demuestra su calidad y su éxito en el mercado. En 2020, fue galardonado con la medalla de oro en el Concurso Mundial de Bruselas y en el International Wine Challenge.</p>
<p class=""p3""><span class=""s1"">Si tiene alguna duda a la hora de comprar<strong> Vino Tinto Campo Elíseo Tinta de Toro</strong> póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.</span></p>",38.6,Tinta de Toro,PARDELA WINES ESPAÑA S.L. ,2015,D.O. Toro,Crianza,16 meses,Vino Tinto
CarmeloRodero_Crianza,Vino Tinto Carmelo Rodero Crianza,"<p>VINO TINTO CARMELO RODERO CRIANZA</p>
<p>Carmelo Rodero Tinto Crianza</p>
<p>Tinta del País (Tempranillo) 90% Cabernet Sauvignon 10%.Procedente de viñedos propios con más de 15 años. Elaboración tradicional con las más modernas técnicas de control de temperatura en fermentación y maceración.</p>
<p>Crianza en roble francés y americano durante un mínimo de 15 meses y trasiegos cada 3 meses. Botellero mínimo 12 meses antes de su comercialización.</p>
<p>Como no podía ser menos he aquí un excelente vino, imponente en su juventud, elegante en su madurez.Color rubí de capa alta, mantiene excelente notas guinda arropadas por matices rosáceos, en un medio perfectamente limpio y brillante.Sus aromas aún varietales son los primeros en presentarse, bien acompañados por un torrefacto suave bien conjugado con su toque final de regaliz, más fino si cabe.Estructurado y carnoso con un excelente bouquet que se mantiene retronasal después de llenar nuestra boca de intenso sabor, vino perfectamente equilibrado, largo y generoso en sensaciones gustativas.</p>
<p>Temperatura de servicio entre 14-16º C.</p>
<p>Si tiene alguna duda a la hora de comprar Vino Tinto Carmelo Rodero Crianza póngase en contacto con nuestro sumiller que le asesorará sin compromiso.</p>",21.24,Cabernet Sauvignon,Carbonicas Alvarez S.L.,2021,D.O. Ribera del Duero,Crianza,15 meses,Vino Tinto
CarmeloRodero_TSM,Vino Tinto Carmelo Rodero TSM,"<p>VINO TINTO CARMELO RODERO TSM</p>
<p>Botella de 0,75L.Tipo de uva: Tinta del país (Tempranillo) 75% Cabernet Sauvignon 10% Merlot 15% Procedente de viñedos propios de más de 40 años.</p>
<p>Denominación de Origen: Ribera del Duero.</p>
<p>Elaboración tradicional con un seguimiento del control de fermentación y maceración en temperatura y compuestos fenólicos.</p>
<p>Crianza de al menos 18 meses en barricas 100% roble francés de menos de 2 años de antigüedad.</p>
<p>Vista: Picota amoratado.Nariz: Complejo en nariz, frutos negros, recuerdos minerales, tostados, torrefactos y balsámicos.</p>
<p>Boca: Potente, sabroso, con buen esqueleto y peso de fruta, equilibrado, paso elegante, taninos finos aún marcados y final láctico y balsámico. Sensación tostada.Sorprende por su excepcional complejidad, estructura y elegancia y demuestra la madurez alcanzada por esta casa. Ha sabido concentrar en esta añada potencia, elegancia, expresión frutal y excelente frescura. Un vino de gran longitud y largo recorrido, que va a más.</p>
<p>Temperatura consumo entre 16-18ºC.</p>
<p>Si tiene alguna duda a la hora de comprar VINO TINTO CARMELO RODERO TSM pongasé en contacto con nuestro sumiller y le asesorará sin compromiso.</p>",65.05,Cabernet Sauvignon|Merlot|Tempranillo,Carbonicas Alvarez S.L.,2019,D.O. Ribera del Duero,Crianza,18 meses,Vino Tinto
VT-CARMELO-RODERO-VALTA,Vino Tinto Carmelo Rodero Viñas Valtarreña .caja 4 Botellas,"<p>VINO TINTO CARMELO RODERO VI&Ntilde;AS VALTARRE&Ntilde;A CAJA 4 BOTELLAS</p>
<p>Tinta del Pa&iacute;s (tempranillo) 75% Cabernet Sauvignon 15% Merlot 10%De los vi&ntilde;edos propios del pago familiar de Valtarre&ntilde;a, de 45 a 55 a&ntilde;os de edad. Suelos arcillosos calc&aacute;reos y de arenas frescas arcillosas. Cultivados en vaso y espaldera con unos rendimientos de s&oacute;lo 3.500 kg. por hect&aacute;rea. Las uvas vendimiadas a mano en cajas de 10 kilos. Fermentaci&oacute;n en dep&oacute;sitos de acero inoxidables y malol&aacute;ctica en barrica de roble franc&eacute;s.</p>
<p>Crianza de 25 meses en barricas de roble bordelesa de 225 litros, madera francesa en un 60% y americana en un 40%, con una edad media de un a&ntilde;o y medio.Es un tinto goloso y potente, al mismo tiempo que suave y aterciopelado. Es una mano de hierro en un guante de terciopelo.A la vista resulta muy atractivo y ya deja entrever que va a ser cosa seria.</p>
<p>De n&iacute;tido y brillante color cereza. Pr&aacute;cticamente sin ribete. Es cereza picota total.En fase olfativa podemos encontrar nada m&aacute;s meter la nariz, una intensa y agradable gama de aromas. Se entremezclan las notas que evocan a frutas negras en saz&oacute;n con recuerdos tostados, tambi&eacute;n de cueros y caf&eacute;s.En boca resulta muy carnoso, s&aacute;pido, aterciopelado, estructurado, fresco y dotado de un gran equilibrio.</p>
<p>Notas de zarzamora, de caramelos de caf&eacute; con leche, de bosque umbr&iacute;o, de tabaco de pipa, de minerales...Es un vino eterno en sensaciones que adem&aacute;s persisten, pues adem&aacute;s es muy, muy largo. Temperatura de consumo entre 16-18&ordm;C.Si tiene alguna duda a la hora de comprar Vino tinto Carmelo Rodero Vi&ntilde;as Valtarre&ntilde;a, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</p>",117.5,Tempranillo,D.E.R. NAVARRO S.A.,2011,D.O. Ribera del Duero,Reserva,25 meses,Vino Tinto
vt-castillo-ygay,Vino Tinto Castillo de Ygay Gran Reserva Especial,"<p><strong>100 Puntos - James Suckling - “TOP 100 Wines Of Spain 2023”</strong></p>
<p>VINO TINTO CASTILLO DE YGAY  GRAN RESERVA ESPECIAL: El vino tinto Castillo de Ygay está elaborado con 93% de Tempranillo y 7% Mazuelo. Pertenece a la D.O.C. Rioja. La crianza de este vino fue de 29 meses en barricas de roble Americano de los cuales al menos 10 meses en barricas nuevas. En botella permanece como mínimo tres años antes de comercializarse. Está elaborado en la Bodega Marqués de Murrieta, y ha obtenido 95 puntos Parker y 95 puntos Peñín. </p>
<p>Servir este vino a una temperatura entre 16º y 18º, antes de ser servido es recomendable decantarlo.Su evolución en botella es excelente. Según R. Parker tiene una guarda aproximada de 30 años.</p>
<p>MARIDAJE DEL VINO TINTO CASTILLO DE YGAY  GRAN RESERVA ESPECIAL: Está especialmente recomendado para todo tipo de carnes, quesos, ibéricos...Un gran vino que va con todo. </p>
<p>NOTA DE CATA VINO TINTO CASTILLO DE YGAY  GRAN RESERVA ESPECIAL :  </p>
<p>Vista: En vista se presenta color rubí con ribete anaranjado. </p>
<p>Nariz: En nariz se presenta con aroma especies y tostados, toques a balsámicos. </p>
<p>Boca: En boca se presenta frutado, elegante, expresivo y con taninos pulidos. Postgusto largo y persistente. </p>
<p>Graduación Alcohólica de El Vino Tinto Castillo de Ygay  : 14.50 grados </p>
<p>Si tiene alguna duda a la hora de comprar Vino tinto Castillo de Ygay , póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso. </p>",280.0,Mazuelo|Tempranillo,Aseuniv S.L.,2012,D.O.C. Rioja,Gran Reserva,34 meses,Vino Tinto
VTceres,Vino Tinto Ceres Crianza,"<p>VINO TINTO CERES &nbsp;</p>
<p>El vino tinto Ceres &nbsp;est&aacute; elaborado con 100% Tempranillo y pertenece a la D.O. Ribera del Duero. Su enologa es Natalia Calleja.&nbsp;El Nombre de este vino proviene de la Diosa griega de la Agricultura y de la Tierra.&nbsp;Los vi&ntilde;edos se encuentran en La Horra, dentro de la provincia de Burgos, donde existen en torno a 40 hect&aacute;reas de vi&ntilde;edo Tempranillo con una edad entre 10 y 100 a&ntilde;os. Agricultura Tradicional con un gran cuidado sobre la vid.&nbsp;Las bodegas Asenjo & Alonso productoras de este vino nacen en 2004.</p>
<p>Tiene una crianza de 12 meses en barricas de roble Franc&eacute;s y Americano.&nbsp;Servir este vino a una temperatura entre 16&ordm; y 18&ordm;, antes de ser servido es recomendable decantarlo.&nbsp;</p>
<p>MARIDAJE DEL VINO TINTO CERES :&nbsp;Est&aacute; especialmente recomendado para carnes rojas, guisos contundentes, asados...&nbsp;</p>
<p>NOTA DE CATA VINO TINTO CERES : &nbsp;</p>
<p>Vista: En vista se presenta color rojo cereza. Capa media.&nbsp;</p>
<p>Nariz: En nariz se presenta con aroma &nbsp;a frutos negros y rojos. Notas a madera y Cacao.&nbsp;</p>
<p>Boca: En boca se presenta expresivo, equilibrado y persistente.&nbsp;</p>
<p>Graduaci&oacute;n Alcoh&oacute;lica de El Vino Tinto Ceres : 14.00 grados&nbsp;</p>
<p>Si tiene alguna duda a la hora de comprar Vino tinto Ceres , p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</p>",10.8,Tempranillo,PIFEMA S.L.,2020,D.O. Ribera del Duero,Crianza,12 meses,Vino Tinto
VT-COMENGE-CRIANZA,Vino Tinto Comenge Crianza,"<p>VINO TINTO COMENGE<br /><br />Es un vino tinto &nbsp;con D.O Ribera del Duero.<br />Con una vendimia en la 2&ordf; semana de octubre, con una variedad de uva 100% Tempranillo recolectadas en cajas seleccionando los racimos y las uvas de forma manual, con una producci&oacute;n anual de 83.870 botellas, criadas en barricas de roble franc&eacute;s durante 15 meses.<br />Servir este vino a una temperatura de 18&ordm;C, antes de ser servido es recomendable decantarlo.</p>
<p>MARIDAJE DEL VINO TINTO BIBERIUS :Es un vino ideal para acompa&ntilde;ar carnes rojas y blancas.<br /><br />NOTA DE CATA VINO TINTO BIBERIUS:</p>
<p>Vista: En vista se presenta en color granate con tonos violetas.&nbsp;</p>
<p>Nariz: En nariz se presenta con aromas frescos, frutales y especiados.&nbsp;</p>
<p>Boca: En boca muestra con un poco de acidez que nos dejan un recuerdo armonioso y equilibrado.&nbsp;</p>
<p>Graduaci&oacute;n Alcoh&oacute;lica de el vino tinto COMENGE: 14.5&ordm;C&nbsp;<br /><br />Si tiene alguna duda a la hora de comprar vino tinto COMENGE, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.&nbsp;</p>",13.86,Tempranillo,Carbonicas Alvarez S.L.,2019,D.O. Ribera del Duero,Crianza,15 meses,Vino Tinto
VT-CONDADOHAZA-CRIANZA,Vino Tinto Condado de Haza Crianza,"<p>El <strong>vino tinto Condado de Haza Crianza</strong> está elaborado con uva 100% <strong>Tempranillo</strong> y pertenece a la <strong>D.O. Ribera del Duero. </strong><br />Este vino se cultiva en la mitad oeste de Castilla y León, con clima continental, atemperado por la influencia del Atlántico . <br />El <strong>vino tinto Condado de Haza Crianza</strong> tiene un envejecimiento de 15 meses en barricas de roble americano y posteriormente en botella Alejandro Fernández es el alma del Grupo Pesquera es considerado como el ""Maestro de la Tempranillo"". <br />Una leyenda viva que aúna la actualidad y la historia, ""con una moderna bodega de 200 hectáreas de viñedo, todavía conserva una prensa del siglo XVI"". </p>
<p>Servir este vino a una temperatura de 17º. </p>
<p>Si tiene alguna duda a la hora de <strong>comprar Vino tinto Condado de Haza Crianza</strong>, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso. </p>",11.25,Tempranillo,Carbonicas Alvarez S.L.,2019,D.O. Ribera del Duero,Crianza,15 meses,Vino Tinto
